input1	input2	input3	label
j	k	njwbvkqxz	nkwbvjqxz
z	l	kzvhgqlpdr	klvhgqzpdr
p	s	pvcslbd	svcplbd
t	g	fgctl	ftcgl
f	b	rpgnsdbfmtcxj	rpgnsdfbmtcxj
j	m	dhrwmfjg	dhrwjfmg
h	s	mdhsjqr	mdshjqr
m	l	vplfmjn	vpmfljn
c	s	csvwdk	scvwdk
d	j	jtdxznw	dtjxznw
f	m	htmdvfw	htfdvmw
c	l	hmndcbfvl	hmndlbfvc
k	q	qkprm	kqprm
h	w	whrfzn	hwrfzn
s	l	fdscltk	fdlcstk
b	p	pbn	bpn
b	g	ghwbf	bhwgf
v	x	vwlx	xwlv
g	x	xmgkfw	gmxkfw
k	b	qkbdmgjt	qbkdmgjt
d	l	ldwrxfs	dlwrxfs
x	h	khxlqr	kxhlqr
j	c	gwzmcj	gwzmjc
x	n	xgnlkz	ngxlkz
t	d	qtswdr	qdswtr
x	v	zvx	zxv
v	k	gqmsbkflvn	gqmsbvflkn
x	b	fqknxptvbg	fqknbptvxg
v	j	dvsrj	djsrv
n	b	kwpnxb	kwpbxn
w	m	mwbcr	wmbcr
d	w	dwx	wdx
f	b	bxvjfg	fxvjbg
f	r	kfmdrbxwgt	krmdfbxwgt
l	w	pjwlz	pjlwz
n	w	mftnkhjgslwcxd	mftwkhjgslncxd
p	c	kgpqfnc	kgcqfnp
l	n	gflzhrjn	gfnzhrjl
k	x	rmzxvk	rmzkvx
q	v	whgdbsvzflcqnt	whgdbsqzflcvnt
l	p	vxjlntpbf	vxjpntlbf
p	f	cpvfhmrw	cfvphmrw
c	l	tclgzqk	tlcgzqk
v	l	skvl	sklv
x	f	xvf	fvx
n	p	nzvkprwlqf	pzvknrwlqf
p	v	bqszvgcpd	bqszpgcvd
h	d	djbh	hjbd
z	l	znqlpf	lnqzpf
q	s	sqvplkb	qsvplkb
b	h	hncjmb	bncjmh
k	r	wsjcxpgkr	wsjcxpgrk
b	j	jbv	bjv
k	m	mclgzsk	kclgzsm
v	w	bqwvpshxjlc	bqvwpshxjlc
f	z	hzqmjvdfl	hfqmjvdzl
g	h	kgh	khg
b	w	scbwr	scwbr
h	z	tcdmfqzjhw	tcdmfqhjzw
n	v	ntmkwdpgv	vtmkwdpgn
l	z	zlwncs	lzwncs
k	r	hdfrvkm	hdfkvrm
z	p	bjtmzqfp	bjtmpqfz
t	b	jrtlzmwb	jrblzmwt
w	x	jwpxtc	jxpwtc
j	l	ngkzdlsj	ngkzdjsl
h	j	ngmkzhj	ngmkzjh
m	z	zwclgxmv	mwclgxzv
n	d	ncdm	dcnm
m	l	lbmg	mblg
t	s	swmzft	twmzfs
r	w	zxvfdmrwgn	zxvfdmwrgn
f	t	xpwfrsqkt	xpwtrsqkf
g	w	fvswrgm	fvsgrwm
t	b	bptf	tpbf
s	r	xbhqrskgf	xbhqsrkgf
k	d	jgzkqmdt	jgzdqmkt
q	v	bdftvqh	bdftqvh
h	z	hplxzks	zplxhks
v	d	xbrdvwpq	xbrvdwpq
n	s	xwskn	xwnks
q	v	jkqfv	jkvfq
b	j	rzbcltj	rzjcltb
g	d	qcwdgxs	qcwgdxs
d	l	ldrv	dlrv
d	k	nfgvdk	nfgvkd
b	v	btfknwdv	vtfknwdb
r	k	wsrdzkxbv	wskdzrxbv
g	t	mpjtgvx	mpjgtvx
h	p	vsphqtc	vshpqtc
t	p	gptw	gtpw
s	t	mgcftsp	mgcfstp
n	q	kgnhbqv	kgqhbnv
w	r	vpwtdbxrf	vprtdbxwf
h	k	chkxnpwlz	ckhxnpwlz
z	k	qmzwnsktv	qmkwnsztv
b	w	zwkmbclf	zbkmwclf
g	k	kgzs	gkzs
p	t	fvtxzphqmdw	fvpxzthqmdw
t	w	thqnglwxvc	whqngltxvc
x	t	txzqfl	xtzqfl
v	t	skvqt	sktqv
z	t	bftwrlzdkc	bfzwrltdkc
p	g	wgmpfk	wpmgfk
x	l	krlvgmxdbzq	krxvgmldbzq
h	s	hsmb	shmb
n	q	cpqfmn	cpnfmq
r	k	pwztrxk	pwztkxr
f	k	fwqlrphjkx	kwqlrphjfx
v	r	czvdfxr	czrdfxv
j	f	khjf	khfj
j	d	gqtdfzmjkc	gqtjfzmdkc
f	j	gjmfthrqz	gfmjthrqz
q	n	nmq	qmn
b	d	bmvtjgdwkclq	dmvtjgbwkclq
q	x	vdfqmzxr	vdfxmzqr
n	c	jcwkfnmz	jnwkfcmz
r	m	zpnxmr	zpnxrm
t	b	bptngxlhvz	tpbngxlhvz
z	s	xchtsz	xchtzs
h	n	nrmzth	hrmztn
k	m	zwkm	zwmk
j	d	drkgbj	jrkgbd
r	f	rqf	fqr
b	r	gsclbkrvp	gsclrkbvp
z	w	zxtfw	wxtfz
w	t	qmthwgvk	qmwhtgvk
g	k	hngrlkdj	hnkrlgdj
g	v	gblkvcm	vblkgcm
m	r	rwmlqj	mwrlqj
t	c	tzcgjps	cztgjps
x	k	kmjstqx	xmjstqk
t	v	ztspxv	zvspxt
q	n	nqw	qnw
n	b	bnmvz	nbmvz
r	j	jrpltk	rjpltk
j	t	jzdgrth	tzdgrjh
g	b	cbvpltzg	cgvpltzb
n	x	kjtgsnrvpx	kjtgsxrvpn
s	z	wjvsgpqltz	wjvzgpqlts
w	t	tgjwz	wgjtz
w	g	swg	sgw
t	z	htpzbqr	hzptbqr
w	z	nzw	nwz
d	s	dms	smd
g	l	gqln	lqgn
h	j	blcjmhn	blchmjn
z	h	zqh	hqz
p	r	fvwxmrqp	fvwxmpqr
z	c	bvhcqszp	bvhzqscp
t	r	tzsr	rzst
v	z	vgnfmbqwz	zgnfmbqwv
q	v	mntcgvqj	mntcgqvj
n	z	qdznjvr	qdnzjvr
j	x	gjpxh	gxpjh
z	k	zfmk	kfmz
d	r	rdpm	drpm
g	x	cxgmf	cgxmf
w	r	rdnsvhqgbkfzw	wdnsvhqgbkfzr
b	f	kzbpdsfn	kzfpdsbn
v	h	tjvphgwdf	tjhpvgwdf
t	m	cmzrht	ctzrhm
w	d	ndzxw	nwzxd
x	l	blx	bxl
f	p	kvfqpw	kvpqfw
l	z	jzrln	jlrzn
t	s	tfskdr	sftkdr
l	q	xplcq	xpqcl
p	s	tvpsbwrxz	tvspbwrxz
v	d	jdvmbz	jvdmbz
k	l	kvmxdcl	lvmxdck
v	x	vrxcwbs	xrvcwbs
n	w	nwqb	wnqb
f	s	qfsgvw	qsfgvw
f	p	vjpghsqft	vjfghsqpt
n	x	nxsflmpb	xnsflmpb
c	g	mkqscfghx	mkqsgfchx
x	v	vprx	xprv
f	w	tzbwf	tzbfw
j	m	mngwjfv	jngwmfv
j	n	smknxtjhq	smkjxtnhq
f	v	mwfkhqzrvd	mwvkhqzrfd
t	x	xnt	tnx
p	m	mgsvp	pgsvm
l	n	nldstcgvmw	lndstcgvmw
n	j	jlwrn	nlwrj
h	b	sxphjfckbt	sxpbjfckht
r	s	bsrxj	brsxj
k	p	pkj	kpj
k	n	knhr	nkhr
g	p	kpg	kgp
j	m	xlgjdtmn	xlgmdtjn
d	b	hbdxzcrj	hdbxzcrj
j	p	pjbzd	jpbzd
w	l	rzcwlpfxqkvjhdns	rzclwpfxqkvjhdns
c	w	smfwclrb	smfcwlrb
z	c	czwrl	zcwrl
m	k	mkxcf	kmxcf
j	t	zhtdjl	zhjdtl
v	t	tjv	vjt
t	j	kltzbj	kljzbt
s	k	dwcsk	dwcks
k	n	tzpvfbjnkm	tzpvfbjknm
v	p	qmplcvx	qmvlcpx
r	j	xsrjvzcgfmnlthkq	xsjrvzcgfmnlthkq
l	d	dlbtp	ldbtp
w	c	dwcmzv	dcwmzv
m	l	tkpmqzlb	tkplqzmb
c	x	cpbdxj	xpbdcj
l	z	trzl	trlz
d	w	jvwbqgsd	jvdbqgsw
l	z	kzlrxm	klzrxm
q	j	mqj	mjq
f	w	cqfstkgw	cqwstkgf
v	f	fgv	vgf
f	n	xrfnhmc	xrnfhmc
r	b	rbmflnp	brmflnp
s	b	msnqkbv	mbnqksv
w	c	lcprwx	lwprcx
z	b	lbtqnz	lztqnb
r	h	kmxrzphdbl	kmxhzprdbl
r	g	krg	kgr
x	n	bnjgzxrh	bxjgznrh
v	z	lvdczgh	lzdcvgh
x	c	chmxfr	xhmcfr
v	g	czvtpgrf	czgtpvrf
g	w	mwkplxgrv	mgkplxwrv
j	p	jpw	pjw
p	w	qwpjzt	qpwjzt
x	k	xkcnr	kxcnr
s	x	xswhg	sxwhg
q	z	gjzqtn	gjqztn
z	q	lgtmxqhkz	lgtmxzhkq
b	q	qnpbvh	bnpqvh
c	x	gxc	gcx
h	k	bzhlkwm	bzklhwm
s	m	kxmdsb	kxsdmb
t	c	wchft	wthfc
l	c	qjktgcxlz	qjktglxcz
p	h	lhxpf	lpxhf
w	q	shwkqn	shqkwn
v	t	tkhvc	vkhtc
n	z	kvnzqmpclfw	kvznqmpclfw
n	g	bnwg	bgwn
l	h	rvzlbfsh	rvzhbfsl
h	l	hlq	lhq
v	r	sgmqctvbrphw	sgmqctrbvphw
r	b	rbwdmhx	brwdmhx
n	k	kprbnqs	nprbkqs
n	j	jkgznrxs	nkgzjrxs
v	l	xvfgqzlkp	xlfgqzvkp
b	q	lbkfqtc	lqkfbtc
x	d	dlgxwcnv	xlgdwcnv
w	p	wvcfpzj	pvcfwzj
c	l	vfbplrndcqj	vfbpcrndlqj
b	q	gbqn	gqbn
c	g	gpc	cpg
z	k	mvwkrhldz	mvwzrhldk
t	d	tgdrhvx	dgtrhvx
x	b	xbkcwhnjl	bxkcwhnjl
d	h	dzhb	hzdb
t	q	mdqt	mdtq
b	t	cvtmldb	cvbmldt
z	w	qwjmhckz	qzjmhckw
w	n	fswpgkmbvcxjn	fsnpgkmbvcxjw
m	c	cpgdzmk	mpgdzck
c	n	nczgsdvwh	cnzgsdvwh
l	m	flnm	fmnl
z	l	mnlfpz	mnzfpl
l	v	lnmcvxrk	vnmclxrk
s	n	grztnvshmw	grztsvnhmw
k	r	fqmgzcvxsprkj	fqmgzcvxspkrj
f	t	cmqptf	cmqpft
g	v	rkwvjbzgh	rkwgjbzvh
h	f	tdfkjlrqxbwh	tdhkjlrqxbwf
q	f	ztpfbrq	ztpqbrf
w	g	vwgd	vgwd
x	w	xvw	wvx
t	p	zpmctl	ztmcpl
h	m	hqm	mqh
m	j	mjtdx	jmtdx
r	d	twlqkprzsbdhnvmx	twlqkpdzsbrhnvmx
b	c	clzxbv	blzxcv
f	d	qfbtkpnjrsd	qdbtkpnjrsf
d	l	lhfcqkvd	dhfcqkvl
c	z	czxsnh	zcxsnh
p	d	dzp	pzd
f	m	fnmpwzksx	mnfpwzksx
c	f	bvxsftcqmjzr	bvxsctfqmjzr
g	x	gcxrbsj	xcgrbsj
t	p	gdcbpwstv	gdcbtwspv
v	g	pzvgq	pzgvq
v	d	jcwndvgb	jcwnvdgb
c	j	cjv	jcv
c	f	fbqcp	cbqfp
b	z	whzxtqbvm	whbxtqzvm
r	k	xmqrjhks	xmqkjhrs
h	x	kmxzhbtp	kmhzxbtp
f	r	rjvf	fjvr
b	v	hbzv	hvzb
f	n	fwnr	nwfr
j	v	zpvnjcbg	zpjnvcbg
l	p	nlrdzpf	nprdzlf
f	h	fphcgtdxzns	hpfcgtdxzns
k	x	ctxzklwnmsj	ctkzxlwnmsj
s	g	mgkwsj	mskwgj
j	q	gqj	gjq
c	r	ncrbw	nrcbw
g	v	dvhwntkfsgxl	dghwntkfsvxl
x	f	mvbfnjsgxl	mvbxnjsgfl
t	g	vcltbgkxs	vclgbtkxs
r	w	ndrtw	ndwtr
z	j	rwjpzb	rwzpjb
d	h	fvwdjhnclk	fvwhjdnclk
s	g	qhgcfsj	qhscfgj
n	h	hnmcs	nhmcs
l	n	knpfvl	klpfvn
c	f	ntcfp	ntfcp
g	p	prgnczds	grpnczds
q	w	kpqwcjfrltms	kpwqcjfrltms
p	q	pcqz	qcpz
w	h	fzdclpjbwkhsg	fzdclpjbhkwsg
h	b	fcmwbh	fcmwhb
f	w	jwfsq	jfwsq
p	n	nrkzpxwj	prkznxwj
t	b	xbjt	xtjb
p	l	dlmxvpb	dpmxvlb
m	g	kndlsmghz	kndlsgmhz
n	d	sdpn	snpd
d	k	dbwk	kbwd
m	g	mhctrlg	ghctrlm
b	r	nrbtc	nbrtc
l	d	lmrngxsd	dmrngxsl
m	n	mrsn	nrsm
j	f	hzfbjtx	hzjbftx
s	q	znqfhxspg	znsfhxqpg
h	d	kmbdfjhgsxc	kmbhfjdgsxc
q	m	mzqjfdkx	qzmjfdkx
k	q	lpxkqhvmzs	lpxqkhvmzs
v	x	wkvx	wkxv
z	k	knrqz	znrqk
p	l	gqdlnxp	gqdpnxl
d	h	ghldjvfs	gdlhjvfs
x	n	jqxnwzd	jqnxwzd
f	h	fzhsvrt	hzfsvrt
v	w	tsvcljwq	tswcljvq
p	x	xpj	pxj
z	j	zrj	jrz
n	h	vzdnxhtwqrcp	vzdhxntwqrcp
m	h	bhmrlp	bmhrlp
q	t	tsxrfbjvzlq	qsxrfbjvzlt
k	n	dnk	dkn
g	l	bgszl	blszg
n	c	ksjnhwcz	ksjchwnz
l	k	jxdzbkl	jxdzblk
x	z	zblmrwtxjch	xblmrwtzjch
f	b	wfb	wbf
s	n	mskznc	mnkzsc
q	h	thrxqcnzv	tqrxhcnzv
r	v	rqnvlcxk	vqnrlcxk
w	m	rqmdwt	rqwdmt
g	s	fmdsg	fmdgs
x	c	vwjkpcghxfb	vwjkpxghcfb
w	c	lcvtwjrzgqb	lwvtcjrzgqb
p	k	qgkxtp	qgpxtk
x	f	qwhbvfx	qwhbvxf
q	d	qcjpdw	dcjpqw
r	b	cbrzjg	crbzjg
d	h	wchqkfbd	wcdqkfbh
r	d	tnxgrfd	tnxgdfr
f	z	cjtfdzg	cjtzdfg
m	j	mrjzh	jrmzh
n	s	mnhtjsqd	mshtjnqd
s	x	rhgxszkcwd	rhgsxzkcwd
m	q	lfsqdzmcw	lfsmdzqcw
r	x	nrzxh	nxzrh
v	m	vjcwm	mjcwv
h	j	jbhzq	hbjzq
m	f	xmfkb	xfmkb
b	z	rbzl	rzbl
m	p	pmt	mpt
b	r	whrldbj	whbldrj
d	l	lwgrpxqvdkn	dwgrpxqvlkn
t	v	lbghnvftdm	lbghntfvdm
q	w	cwjlrzvmgpsq	cqjlrzvmgpsw
v	p	vbxdcpg	pbxdcvg
m	b	dfwmbpz	dfwbmpz
h	j	whvnxj	wjvnxh
b	d	dfjzqspb	bfjzqspd
t	c	tghcn	cghtn
t	q	wvtq	wvqt
k	b	bwxmkvpzn	kwxmbvpzn
b	t	gztbmlnvhwj	gzbtmlnvhwj
s	v	dgvs	dgsv
p	c	swptgcxkfjvzbh	swctgpxkfjvzbh
m	f	dmxcbhpsf	dfxcbhpsm
d	m	dwmprn	mwdprn
j	w	fqwvjsdp	fqjvwsdp
x	d	qrtdvlpgzx	qrtxvlpgzd
x	r	jwdqcrvgx	jwdqcxvgr
j	s	btgphjlsd	btgphsljd
b	j	kgwrbjpqx	kgwrjbpqx
z	d	dvbpmlz	zvbpmld
q	l	hqblmfdcn	hlbqmfdcn
k	n	lkn	lnk
w	n	ndpw	wdpn
v	j	nxvbjl	nxjbvl
j	s	cmvpsrj	cmvpjrs
c	k	dcwbkq	dkwbcq
l	s	gls	gsl
z	g	zcgtmdlw	gcztmdlw
r	b	rbc	brc
l	n	lwxcnhb	nwxclhb
c	s	gskfwqzbc	gckfwqzbs
l	n	smlnchxfwk	smnlchxfwk
g	f	qftgxcms	qgtfxcms
c	s	swc	cws
c	g	cgqzrxfkd	gcqzrxfkd
k	w	wskr	kswr
g	w	cjmgwhntbq	cjmwghntbq
t	w	swlnt	stlnw
j	b	bhjgmwzt	jhbgmwzt
k	n	bnfk	bkfn
g	t	gzt	tzg
g	s	shjwgpflqnvt	ghjwspflqnvt
v	d	kvhdwf	kdhvwf
c	j	kzjmcst	kzcmjst
n	r	rknz	nkrz
h	b	hzbt	bzht
c	g	fgcjzltwh	fcgjzltwh
r	c	grdmjc	gcdmjr
r	d	rtd	dtr
j	l	jzmlks	lzmjks
g	p	zpghc	zgphc
z	d	hkjdpcz	hkjzpcd
b	d	ksbvtzdfqr	ksdvtzbfqr
r	d	lckqrdfh	lckqdrfh
m	n	mvqfnc	nvqfmc
t	d	tvzdgf	dvztgf
r	t	jrt	jtr
z	x	nzlxqf	nxlzqf
w	z	bzmkxlqhcwd	bwmkxlqhczd
t	s	whtscxkzbq	whstcxkzbq
t	g	mlgtxh	mltgxh
s	v	cnkxsfvdqt	cnkxvfsdqt
z	p	bzp	bpz
r	x	qdkvwzrxgmh	qdkvwzxrgmh
r	f	gcfhpsrl	gcrhpsfl
z	t	zrhst	trhsz
j	w	wjk	jwk
n	b	vhbdjxtknm	vhndjxtkbm
h	l	hmxgqtlbrsf	lmxgqthbrsf
r	n	mtlgrfnzdvb	mtlgnfrzdvb
k	m	jbmlwzk	jbklwzm
g	s	sgkrtl	gskrtl
b	n	wdhnklb	wdhbkln
l	s	hjxclzsnq	hjxcszlnq
n	x	jfnrxbsgvqt	jfxrnbsgvqt
g	t	zgt	ztg
s	c	hfqtdsrcg	hfqtdcrsg
h	d	knphdcx	knpdhcx
j	d	rjdwcbqvknsm	rdjwcbqvknsm
k	m	kqzjpcmg	mqzjpckg
x	l	dxlbmjfqthcp	dlxbmjfqthcp
m	g	ldkspmgqn	ldkspgmqn
p	t	tmdrcspfkgn	pmdrcstfkgn
w	t	wjt	tjw
x	f	jxwfg	jfwxg
p	v	kvpjgrbn	kpvjgrbn
k	c	klcqsx	clkqsx
v	g	gqv	vqg
q	d	zqlnskrgd	zdlnskrgq
d	z	dzw	zdw
j	h	jhskbl	hjskbl
g	f	gcxtzdfbhr	fcxtzdgbhr
m	n	mshnfx	nshmfx
p	x	bpx	bxp
q	h	mqschg	mhscqg
c	l	wtgckxlqdj	wtglkxcqdj
s	w	pstdw	pwtds
b	l	cfkvbwjxlqg	cfkvlwjxbqg
q	j	jxrnpmhqd	qxrnpmhjd
q	c	xnhqmc	xnhcmq
j	w	tdfwqbcphxj	tdfjqbcphxw
m	h	mndrkhwb	hndrkmwb
v	z	mzhdgwvx	mvhdgwzx
f	z	czf	cfz
d	x	xdljsqrg	dxljsqrg
d	t	mgdjkstv	mgtjksdv
h	r	ftvrhkgl	ftvhrkgl
m	r	qrvgnm	qmvgnr
t	f	dsfbjwpqt	dstbjwpqf
w	k	kxw	wxk
d	w	snmdqw	snmwqd
x	d	gdvkmxsw	gxvkmdsw
r	j	knjmwblrqf	knrmwbljqf
k	s	jxstgdpkv	jxktgdpsv
x	l	xlfvd	lxfvd
b	p	zdrgpnbc	zdrgbnpc
f	l	jxrdtlfs	jxrdtfls
s	m	sqrfjcmz	mqrfjcsz
q	x	nvjtqxm	nvjtxqm
h	g	mjdhpbgf	mjdgpbhf
r	f	frcd	rfcd
s	k	swdpkrbxqg	kwdpsrbxqg
c	j	ndlxzsckmj	ndlxzsjkmc
c	w	bhfjcnwp	bhfjwncp
m	p	mcvph	pcvmh
c	l	dlckbhfztg	dclkbhfztg
j	h	rdwgvhsxkj	rdwgvjsxkh
v	p	cwpvrxqt	cwvprxqt
m	j	jrpnlmdb	mrpnljdb
f	k	ckhftvp	cfhktvp
s	t	bcnsftzq	bcntfszq
k	j	tfjqwkrxzm	tfkqwjrxzm
t	n	nts	tns
t	d	tdhvmc	dthvmc
s	m	mshz	smhz
s	t	tcpzbswlq	scpzbtwlq
n	z	tzxsvwgn	tnxsvwgz
r	v	rvs	vrs
l	t	jgbtlmhdkxfw	jgbltmhdkxfw
q	v	kjrqv	kjrvq
z	v	vjzfps	zjvfps
x	d	dqrpkxg	xqrpkdg
w	h	nxwzhkfpg	nxhzwkfpg
v	j	mrhvwxjqctzgs	mrhjwxvqctzgs
n	k	dktnzp	dntkzp
q	k	pkfmrqljwthgd	pqfmrkljwthgd
t	c	pwtdbmvcz	pwcdbmvtz
d	p	lptsdcg	ldtspcg
h	q	hdzqg	qdzhg
w	m	mdsvfhwcz	wdsvfhmcz
h	x	sxqhd	shqxd
h	c	hrsvfc	crsvfh
m	f	tfvqpmrlw	tmvqpfrlw
z	g	mblkszngr	mblksgnzr
h	r	nhcljrtdz	nrcljhtdz
p	x	jpx	jxp
z	b	zbtklm	bztklm
j	s	mhrcjsk	mhrcsjk
q	t	dtzhmqrp	dqzhmtrp
k	s	pkqbsvntfjzr	psqbkvntfjzr
b	c	cnb	bnc
v	q	nqrlpvt	nvrlpqt
h	j	pmdhkrjxn	pmdjkrhxn
h	f	shmnfp	sfmnhp
r	s	vgrsz	vgsrz
f	t	bjfsphtdrm	bjtsphfdrm
d	q	rdq	rqd
l	c	dlcjmnq	dcljmnq
g	l	sltgq	sgtlq
c	j	vbcrfplzj	vbjrfplzc
q	g	xgcrthq	xqcrthg
v	s	vmrhcjs	smrhcjv
g	q	sqjlnmgtv	sgjlnmqtv
m	v	mvczhkgxq	vmczhkgxq
j	z	kzfhj	kjfhz
s	g	gcdspvlxj	scdgpvlxj
d	k	kbdgzr	dbkgzr
m	z	cmgwfztvk	czgwfmtvk
l	p	tpzlkhdvf	tlzpkhdvf
v	h	hmtlnv	vmtlnh
m	p	jfplmvdw	jfmlpvdw
w	t	vwmxcpntsdjgfl	vtmxcpnwsdjgfl
m	l	zwlm	zwml
j	z	zvwsj	jvwsz
w	l	lbmwh	wbmlh
h	x	zhbx	zxbh
p	d	pds	dps
s	g	stxlg	gtxls
x	j	xjrmknh	jxrmknh
h	v	tghvxk	tgvhxk
p	v	jblpgvhqmrsk	jblvgphqmrsk
c	s	zswvcj	zcwvsj
j	w	nwjbdg	njwbdg
q	b	hkqbmdx	hkbqmdx
w	f	fdqvcswmz	wdqvcsfmz
p	l	lvp	pvl
r	v	qvrlzthpcw	qrvlzthpcw
j	x	kvjrxnfl	kvxrjnfl
j	t	tvlgwjzn	jvlgwtzn
h	n	rznphl	rzhpnl
w	n	nmdwzg	wmdnzg
z	q	sglvzq	sglvqz
d	b	qswjbd	qswjdb
j	n	jpnk	npjk
b	j	vbtjp	vjtbp
x	v	mhrxnvt	mhrvnxt
j	p	zmsjpbgv	zmspjbgv
s	t	lgxhtsm	lgxhstm
g	s	gxbhtsj	sxbhtgj
c	h	zchn	zhcn
m	z	zkvm	mkvz
b	g	qgtfrpkbnjv	qbtfrpkgnjv
j	r	fnvjwrzcs	fnvrwjzcs
z	c	rncdhzmgf	rnzdhcmgf
d	p	dqmtp	pqmtd
h	f	hfbksn	fhbksn
m	l	jlhtwmc	jmhtwlc
h	l	tnzqwjlkch	tnzqwjhkcl
t	h	qthklbdszp	qhtklbdszp
l	s	bsl	bls
z	h	pvzsbtjrmlkh	pvhsbtjrmlkz
w	h	whfp	hwfp
h	f	bfnpvghk	bhnpvgfk
q	h	xthdjnqlsrb	xtqdjnhlsrb
s	c	src	crs
l	m	sblmvw	sbmlvw
l	b	lnzgmbvkhwp	bnzgmlvkhwp
n	t	xtnzhq	xntzhq
p	h	zpqlwh	zhqlwp
p	b	vkpbdjl	vkbpdjl
z	c	hsxzqmcp	hsxcqmzp
g	m	trngjm	trnmjg
l	w	lhpvrwj	whpvrlj
d	s	dcns	scnd
f	m	hbvmf	hbvfm
m	p	bwdcxmrpk	bwdcxprmk
t	g	rtvgjkz	rgvtjkz
t	n	dftkvn	dfnkvt
c	b	tcbzxsdnrvm	tbczxsdnrvm
s	t	tsvwndgpfq	stvwndgpfq
n	b	gjrnbzx	gjrbnzx
b	l	clbp	cblp
p	k	cnqfsxktmhlgzp	cnqfsxptmhlgzk
n	b	cnbsl	cbnsl
h	g	dgqzhtl	dhqzgtl
m	s	zlkgfmpst	zlkgfspmt
c	b	cbfzglh	bcfzglh
f	p	rjftlcbnvzpx	rjptlcbnvzfx
m	p	gtphxvm	gtmhxvp
b	k	bthrlkm	kthrlbm
z	c	zcfmdvb	czfmdvb
q	n	rlnxsqh	rlqxsnh
f	g	qjgbf	qjfbg
b	v	bqv	vqb
t	w	wtd	twd
p	m	bpdvqrkmhntf	bmdvqrkphntf
c	q	qlrcbxf	clrqbxf
q	b	pbq	pqb
j	n	wjns	wnjs
n	b	tndzb	tbdzn
n	h	nqh	hqn
g	q	hcfmgtqn	hcfmqtgn
t	h	wcvthlnrs	wcvhtlnrs
x	d	dxzmpf	xdzmpf
q	j	bntdzxqj	bntdzxjq
v	m	txmvs	txvms
g	x	tlxwhgvm	tlgwhxvm
v	j	cvjdh	cjvdh
g	x	xsplnrmzgh	gsplnrmzxh
c	s	cjvwfxhmdrs	sjvwfxhmdrc
v	r	fvhr	frhv
k	f	hjwdfqgk	hjwdkqgf
g	t	mhxbqdtzg	mhxbqdgzt
g	r	rgv	grv
c	n	jlvphcgqnb	jlvphngqcb
p	k	wxspmkbdzl	wxskmpbdzl
s	m	rmxs	rsxm
g	f	fzvhg	gzvhf
k	n	lnk	lkn
v	g	xgvpkrm	xvgpkrm
j	t	tsj	jst
t	q	svjqt	svjtq
w	k	kvcqwph	wvcqkph
f	n	nftcvbzxwd	fntcvbzxwd
k	n	nfdkv	kfdnv
l	k	kvwzlnhtdbrscmq	lvwzknhtdbrscmq
x	l	rxl	rlx
h	p	hvp	pvh
c	d	cdkbf	dckbf
j	n	fghmjn	fghmnj
w	m	tkqncmjfrlwdvs	tkqncwjfrlmdvs
w	p	pkjwbdst	wkjpbdst
r	v	kqvsrfnz	kqrsvfnz
t	c	rcjtzq	rtjczq
r	f	rkflxc	fkrlxc
x	q	qfx	xfq
f	g	fzgx	gzfx
v	m	tndlvm	tndlmv
h	r	mhrz	mrhz
p	l	pvfrqlxkbd	lvfrqpxkbd
d	h	xpmdh	xpmhd
h	g	hjgzmp	gjhzmp
l	w	wlc	lwc
d	w	znlkgdfqhw	znlkgwfqhd
c	r	rxc	cxr
s	d	zxsjldkw	zxdjlskw
g	d	dwg	gwd
s	n	qcdhxvspn	qcdhxvnps
k	c	ntckp	ntkcp
j	c	jcmks	cjmks
x	g	xlrgtvz	glrxtvz
v	x	sjlxvm	sjlvxm
r	d	rvxdg	dvxrg
c	h	lwfmch	lwfmhc
j	n	xdscjztknm	xdscnztkjm
r	n	qrvgnk	qnvgrk
t	q	qbtschrf	tbqschrf
j	b	jlsbqxwmgd	blsjqxwmgd
p	s	jwspl	jwpsl
s	z	nlwgzqskjrm	nlwgsqzkjrm
k	c	bkmvtqxjrc	bcmvtqxjrk
d	c	vlbjnzpcqkxsdr	vlbjnzpdqkxscr
k	n	ngfbvkztr	kgfbvnztr
m	h	jhpml	jmphl
t	z	fzt	ftz
d	f	pfkdg	pdkfg
w	b	njwzpbrx	njbzpwrx
v	h	vtzhq	htzvq
t	x	mtsxlcrhf	mxstlcrhf
f	d	gdcbvqxf	gfcbvqxd
n	t	xqztlnsgwvj	xqznltsgwvj
s	r	rmfxshw	smfxrhw
t	h	cjrtdhsfm	cjrhdtsfm
q	d	qdhcv	dqhcv
z	q	zhvlq	qhvlz
d	w	vdw	vwd
g	z	fdjzqvcrbgn	fdjgqvcrbzn
j	d	gjd	gdj
r	l	mqrl	mqlr
n	s	ksfn	knfs
w	q	qws	wqs
j	l	pzljn	pzjln
f	b	jqfgb	jqbgf
n	k	nkg	kng
r	l	mrtlcv	mltrcv
d	v	wdcfjhbv	wvcfjhbd
m	p	cpwm	cmwp
s	j	skjnmlw	jksnmlw
l	x	lnrcx	xnrcl
n	s	smdhnpzcqbljwtv	nmdhspzcqbljwtv
k	x	wfkmxl	wfxmkl
h	g	nltchgs	nltcghs
j	v	xvj	xjv
v	m	pcvmbsl	pcmvbsl
z	p	tpsxzwjnhl	tzsxpwjnhl
w	k	wqmkzx	kqmwzx
g	p	pkzgt	gkzpt
